image_url,class,label:confidence
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ffc/1d0/ffc1d0461e2b29aa733d0ca43625f2a.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f51/83f/f5183f185fa4d6e49e7267721afa32d.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/71c/310/71c3101cca60f8dfc63491148a3c2d41.jpg,Formula racing,0.6607
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/1c7/980/1c7980d17e4273c31da658934145a237.jpg,Formula racing,0.6709
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f6d/c86/f6dc86653dce5f43d0afe7339bd3d2bf.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/6c0/a7a/6c0a7adc89444a7d452224764d278f8.jpg,Formula racing,0.6921
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/2da/431/2da4312eb3c7cf90a69d6e3599bee1.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/27a/12b/27a12b2652a5832497fcf61db3be68.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/bf5/b87/bf5b87ebdc1d5e82ed65b56a28b1db2b.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/2ad/119/2ad11912c3cbb06c76da2addef55c45.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/81f/d75/81fd754ce01fbce6cbf2d8a0a7f482c0.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/1a1/123/1a11233737b5b6e2a35c283417798c4e.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/91f/696/91f696c9dbef141836dfc261599f8b52.jpg,Formula racing,0.6707
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/1a3/2e6/1a32e649a81180668635b8e9107a5fb8.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/c62/7ad/c627ad8f46503d12ddcb5bcb946c76.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/577/852/57785236c9d6633fa7ed9e85103779.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/5a4/7fb/5a47fb66426b7bbf9d48c6a6087165.jpg,Formula racing,0.6584
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/c03/679/c036799f4a4938e850b5f4e45d52.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/e1c/114/e1c114c04bc94112cc74b77de5c90a4.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/d65/8cd/d658cd4285d0d28334565ba813ff91.jpg,Formula racing,0.6748
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/fd8/cb7/fd8cb78e65a6611b49757b2f35f5a731.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/c0a/263/c0a26342404133c933b69244d892662f.jpg,Formula racing,0.7538
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/a1a/6c9/a1a6c9ae686066ccc1182c86e63b3287.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/513/8ae/5138ae30218d34d81b89c66d4cfd825.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/fb9/fa1/fb9fa11c807f373d66e9ef7f52816cad.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/5f5/7df/5f57df11498f8873ba2c729c8edfe670.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/cb6/fd0/cb6fd0b5bbc92bb9eea4bf9090dbc3.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/d98/ab1/d98ab14bee1a5de42281c446a42676e.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ae4/23a/ae423a6dc822384b35b5ed8ecb2dff4.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/afd/f81/afdf818d9eb2a5784af685371d463aef.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/fd3/0f8/fd30f8ae926538b8b873cb5e6ce7e4f5.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/605/f96/605f9698a0e942ace09c1c9196782fc2.jpg,Formula racing,0.6561
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/c97/5be/c975be47cd1ae1b23c577377d5e454.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/489/f8a/489f8a339ef2dc183f963248e74e6a2d.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/8bb/f67/8bbf67fc7c5e69a1a0220c6c64d63.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/a3a/779/a3a779b7a241c7aae19eaf7a73fc8f71.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/be1/e4a/be1e4a17779a741a7b53e209382d5.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/e9a/89e/e9a89e273c6fc1c2e0533c3e981d529e.jpg,Formula racing,0.6539
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/b64/f89/b64f8967bccc7f4f96ab7cee16afcf7.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/4aa/693/4aa693062cfcc584a44d59880f3e022.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/bdc/2bc/bdc2bc2e65a78289e71f41c099bebbf6.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/4f5/c60/4f5c607364951b92d76eb3668038704e.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/c6c/c37/c6cc376723e57ded66291425deb7f5a.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/463/a96/463a964e8617fcbee76f888c234cfe3.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f67/c61/f67c618c2a96342d5748f8176fafaf32.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/535/e85/535e85cecd395d8d8637ae29c7b47c.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/da2/697/da26973ee0c6282294482888cb6e565.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/76a/691/76a691abbdda36b241b72cb0d44b5bd6.jpg,Formula racing,0.6691
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/314/f08/314f0844ec075a557e914492212767.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/fdc/c15/fdcc15d2ac7615573599afee4d48ffa4.jpg,Formula racing,0.6629
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/6f4/89e/6f489e39887aab9cc23d45c3463997b.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f1b/826/f1b8266bc46bff97e4cd3eee17d25af8.jpg,Formula racing,0.6565
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/55a/688/55a6884a85d34123ba9576d93f8f1a7c.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/cc8/03b/cc803bf4998e374cdcaeea885c77d.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ff3/dc4/ff3dc4eb123d31f645b26bfd734a5934.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ba9/697/ba969732d4c1130a224f71e8a95900.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ce8/ee9/ce8ee931a2141e6382e8c4a54c4cbb.jpg,Formula racing,0.667
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/b96/e9d/b96e9d669cf25e340cad588498abd4.jpg,Formula racing,0.6746
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/a2b/f11/a2bf112a5232a37bd5f3bd438b36a75.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/952/d5c/952d5c21513cde4687e83e79f7f4d34.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/e0f/444/e0f44469cb7f29cd7ef5584108afaca.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/b43/bf2/b43bf24753deb9f34ab66dc667f5695d.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/481/fd0/481fd028d60f170621a29d8922a7a1.jpg,Formula racing,0.6704
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/cb9/39c/cb939c7abe63c49f38ca4b9a383fbb.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/608/e4c/608e4c255919d1037f71b54eb4b3a4.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/13a/56f/13a56fec162f6235d77edbd37848f.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/d44/2d1/d442d18c4186cba8acd3354419b2fec.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/40c/dc5/40cdc5639aea58f9d5cd504cc56f5ecd.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/561/2dc/5612dc6a3aafe4d8f1bdc9a5d9c68f7.jpg,Formula racing,0.7649
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/e88/4af/e884af4498f342886e49ef6160a1e7c.jpg,Formula racing,0.6707
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/4c8/910/4c891077b2318cb1ef875f4bf47984.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/b1a/d97/b1ad97d5847245ec55e715ea88ebab31.jpg,Formula racing,0.6762
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/20d/e77/20de7716297bea69dfb7b65b68f78e.jpg,Formula racing,0.6788
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/7e7/55d/7e755d2c6027bcd5d753b773e2bb6569.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/51f/ba7/51fba71c756e854a5f24ede63f2f49f.jpg,Formula racing,0.6577
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/b05/0c5/b050c57f3729d70a4aedfbfc4e3f24e.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/45b/f25/45bf25aa82a4914ed1e8f1ff148368f.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/9e9/4da/9e94dacfe9995e54f1edd4af5ae1.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/7db/f48/7dbf481eb91c33649ac31d2d601ce2.jpg,Formula racing,0.6631
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/875/236/8752369b26c84053e3b6d3d654c9653.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/676/4a7/6764a7cdb7d9ded5d033cd994315322.jpg,Formula racing,0.6672
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/715/d88/715d88f3a4687e765567793247f5d9.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/4ff/d34/4ffd34c6ade8c33d936c8f40297a3e.jpg,Formula racing,0.6647
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/726/3e0/7263e0c3c8544169ffe31ddecbfb3cca.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/8e3/fad/8e3fad93716b8a93a2771425615855b.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ab2/b9c/ab2b9ccd2c5d8855dbb8b843dd5940ca.jpg,Formula racing,0.6622
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/a52/c84/a52c84c02cdb4bd55c67eb48f62fc1a.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/51f/e99/51fe993a3b1bd13577dc4913d7615f8.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/701/5fd/7015fd642ac4a0ca4dc5597afaa4.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/777/ad5/777ad574eb06532163a3185446f3f54.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/cdc/58b/cdc58b8d5d1ba36dd80d1fdbbb1f41.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/40d/b47/40db47bbcdf3b2568c92a7ddad75126.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/62d/2d9/62d2d9ebac7f32ca3e35dda1473340ef.jpg,Formula racing,0.6653
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/46f/8fc/46f8fc68c89c40fb4d1a04b9dce8bd.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/ea2/a7b/ea2a7b18eeaa932f2e4ef9da7db62.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/48d/97d/48d97dce06da69c7677591881bb9c9.jpg,Formula racing,0.6714
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f58/4ff/f584ffa84e54fc5e32e45bede4b8422.jpg,Formula racing,0.6561
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/553/4f6/5534f6dd1c467b4e462cbd259a82e3bf.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/513/d41/513d419985673db1163c44ed94ab9f3.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/d42/626/d42626358463f56b98f237791e7e.jpg,Formula racing,0.6537
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f1d/066/f1d066b86cdcd26b3da392d072ca55c7.jpg,Formula racing,0.6797
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/4e3/8a2/4e38a2cffb3275ab9bddc2b7b47a6894.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/f2b/78e/f2b78e41672eaa3b36295d6bd9bb4c0.jpg,Formula racing,1.0
https://multimedia-commons.s3-us-west-2.amazonaws.com/data/images/722/82f/72282fb4b4211b782f4ab2b8490.jpg,Formula racing,1.0
